7.865424498354234402e+02,-1.095005240854617341e+03
1.197316706685852068e+03,-2.679219756114219763e+03
6.851178660968148506e+02,-3.364213403186490268e+03
8.163743500123039212e+02,-3.653984651733724149e+03
2.179613164793369435e+02,2.292679830949577081e+03
2.179613164793369435e+02,2.292679830949577081e+03
1.393487922500636842e+03,7.221497015893288562e+02
2.973462197656245962e+02,3.079942501433684811e+03
-2.761761849715565404e+03,-2.235965584557820421e+03
1.200902850987414695e+03,-5.061467356525174182e+03
2.111878817818032076e+03,9.123984643008591320e+02
-1.754960190426875670e+03,6.184620601099636588e+02
-2.161810090756339946e+02,-3.054460539992362101e+03
5.341847331179027378e+02,2.413382039544515465e+03
5.377771012514631366e+01,2.796189070520363202e+03
-3.362378383210777429e+03,-1.061573858616382950e+03
4.276268704182643887e+02,3.047619412740923963e+03
-1.279007153664597809e+03,-2.067797450751281758e+03
-1.804320261859097172e+03,2.852220793482435056e+03
1.042723563888043827e+02,2.266807606585612120e+03
1.594304646347173957e+02,-1.278450838479134973e+03
3.276734237997351897e+02,2.347560459973387424e+03
1.468118655383675559e+03,4.291030892011101514e+02
7.775254895503031776e+02,9.197453565099337993e+02
6.820346742402030031e+02,1.133084714043338636e+03
-1.241648958188547340e+03,-2.833602129314900139e+03
1.649179019745609594e+03,8.419009612313122943e+02
-3.009197034446041386e+01,-1.657194777537798984e+02
-1.169791059779148327e+03,-2.986730648900905180e+03
7.077156921218552270e+02,1.268876438275401370e+03
1.780767780020133159e+03,9.999834368802163453e+01
-4.479857323933205748e+02,5.066738197527326975e+02
-2.578984399963354917e+03,-1.987445924201605749e+03
7.523332586981775876e+02,7.412907617894182977e+02
8.870655931588532894e+02,2.301010168780963340e+03
4.314064623469609216e+01,1.092306977670444610e+02
-1.424164921244040215e+03,-1.857715942007943568e+03
-1.637453458174473440e+02,-1.074338151342406718e+03
8.545719938820482184e+02,-1.660658529577153331e+03
-1.094474217668486631e+02,-1.603876737815904335e+03
-2.325714493716908237e+03,-5.429921410432268658e+01
-8.897942226807797397e+02,-3.193191525742509384e+03
1.441789930584943704e+03,1.845298350895510794e+03
-6.159620064379944893e+01,-1.462572391009964122e+03
-2.976592658175696897e+02,-1.484904454476422870e+02
6.274957628612185090e+02,2.029490044528007047e+03
7.444358235329605122e+02,1.529250567319844322e+03
-9.253664125204257971e+02,-1.961706939267949110e+03
-6.759277551233094528e+02,3.661067178291307755e+03
1.472015935542403611e+02,-2.044402493819853817e+03
6.286516040350153389e+02,2.931419170119070259e+03
-2.679899938890410795e+03,-1.955597192648154987e+03
4.936537082455264454e+02,-3.252200824519458820e+03
-1.507981079053745930e+02,1.227593520948234982e+03
5.354687787843764681e+02,-2.263124041390914044e+03
1.643682992486377543e+02,-1.508236077017795196e+03
-1.105299397815527755e+03,7.691359065762363798e+02
3.143163177990213626e+02,2.515410746672919686e+03
-9.213001162701291378e+02,2.225273420015621014e+03
9.351640904275018329e+02,1.940867313937800645e+03
4.198819986224063996e+02,3.497477761551117510e+03
-1.456901052270869741e+02,5.039025483255869631e+02
3.582014755020283587e+02,3.165549481488858873e+03
-1.214581248477534700e+03,-1.346560574989858196e+03
-6.949559799807241234e+02,-1.452610551050890535e+03
9.206452889259468293e+02,1.123964410795252661e+03
4.062161776784568019e+02,-1.326793096096997488e+03
5.940293557407968592e+02,-2.928248318618314443e+03
4.667996965891360333e+02,2.186717778211987479e+03
-1.556668327950401647e+02,7.027399497522811771e+02
-2.067780951154474565e+02,-2.439082505637519262e+03
1.780767780020133159e+03,9.999834368802163453e+01
-2.308014024797603724e+03,-4.891729666721665808e+02
7.896988355377645803e+02,-3.957483604308201848e+02
-3.745462192785854540e+02,-8.943301927769839494e+02
7.737613555877356930e+02,1.714471112245798622e+03
9.079506382552978039e+02,-9.703047913777064650e+02
-4.223167654697555236e+02,1.776788410393244476e+03
1.535442278886038821e+03,1.270230672248204201e+03
-6.511167271179276668e+02,2.215527360971757844e+03
-2.228421426551889454e+03,-2.946273636900886231e+03
7.305338903508941257e+02,-1.955380859141348992e+03
1.385124984008398314e+03,-3.850475160187408619e+03
1.450155392636475540e+02,-4.482971607877473161e+02
-1.094217617825104298e+03,1.479130210930540898e+03
2.121153349521647158e+02,1.489078437817732492e+03
8.738110958715773222e+02,-2.206514659872581433e+03
2.220422467623961325e+02,2.169330266385444702e+03
3.091568235499598245e+02,-1.243647136100078342e+03
4.150936954443370155e+02,4.621457377974270457e+02
3.121467795015549882e+02,2.002952639777714694e+03
-1.508415153249264449e+03,-4.620743008228769781e+02
1.057257739008004364e+03,-1.390197901002546814e+03
-1.285223059140010946e+03,-1.652195442260635218e+03
-2.630008161112858033e+03,-7.286966447164472811e+02
5.965485882675480980e+02,1.759518107820571458e+03
9.627414648127628425e+02,-1.648319167426664535e+03
-2.986745812599488090e+02,-1.960672787556869935e+03
-1.939437772247998964e+03,-1.395139220118448975e+03
-2.266117810244664668e+02,-1.298931226083998069e+01
3.161889463487930243e+02,2.340090160512268085e+03
-4.135238547550891326e+02,-4.185965255541051420e+02
-3.655618542521581276e+02,-1.020431984829853945e+03
-3.067330792055807933e+02,-2.127092203884021728e+03
-1.318291112327405017e+03,2.038063053577289338e+03
3.460554204881670444e+02,2.964485764975355323e+03
1.027063408553554382e+03,-4.170862950239156817e+03
1.116359229925046520e+03,-1.860433132715136480e+03
-1.608370819618479800e+03,-1.636773156670465596e+03
2.246743690491797736e+02,3.608414235719380031e+03
1.721377236801016579e+03,-2.410254068608996931e+03
-3.842738824359240652e+02,-5.023953871511621401e+02
1.095045234537987653e+03,6.559445092387056775e+01
7.572162316003016258e+02,2.900800401942567532e+03
9.673386871373152189e+02,2.426028447128761400e+03
-1.142807846711824823e+03,4.010351897184562404e+03
-6.253829284375237876e+02,3.151124035741778698e+03
3.202583728779925991e+02,-2.385285532151602638e+03
1.174478526196057601e+03,-4.651521441448013320e+03
7.797678325958120240e+02,-1.652757960862862205e+02
1.043781625388568841e+02,3.869529128252934697e+03
4.039379309137291330e+02,2.152003787037526308e+03
3.475724173288244856e+02,1.212811813388836754e+03
-1.553673955163148548e+03,-2.433128154416573125e+03
1.707445336283437882e+02,-2.856314975364865859e+03
3.012309442501225476e+02,-6.508297916842730046e+02
6.635559163111163343e+02,1.999950600134086471e+03
5.245635507290627402e+02,1.566893512583232223e+03
1.468118655383675559e+03,4.291030892011101514e+02
1.244266353988619812e+03,-1.731116033287746177e+03
-6.390143740925427096e+01,1.659195616372075392e+03
-5.000235518523410292e+02,3.566099611722316240e+03
5.022391404579227583e+02,-9.103096575894309126e+02
8.610693582382333489e+01,-4.109116977527814925e+02
-3.067330792055807933e+02,-2.127092203884021728e+03
-1.568830818476515560e+03,-2.491140129921302560e+03
-9.794315588852666679e+02,-1.314704393127892672e+03
-1.084154204542171101e+03,-2.011214340484724062e+03
-1.433425050899768394e+01,1.849432003132799309e+03
3.414826138586557818e+02,3.236460253084213946e+03
1.044913168664916611e+03,2.461003193223152721e+03
-2.056860608908931681e+03,-1.037239475505041355e+03
2.850418579628428688e+02,2.569174281780589354e+03
1.394881240700098942e+03,2.421458776599127987e+02
2.561143177648436904e+02,-3.213679248962997690e+02
1.395343042726500244e+03,-2.814484620686564995e+03
1.036254165697152530e+03,3.366497694740571205e+03
-5.693618321873603350e+01,2.662055857189253857e+03
-3.126450047427628760e+03,-1.403535622174836817e+03
1.007388271926349489e+03,-3.229778119019101723e+03
1.283116181804737835e+03,-3.850546168189936907e+03
-8.355650596338387004e+02,-1.555243162830053507e+03
-1.332387371491931617e+03,-5.470034589665422118e+02
9.436592663148078373e+02,-2.667137798277205093e+03
-1.191547061458624967e+03,-2.364982408720135481e+03
6.188163393497541165e+01,-2.636712258955757534e+03
8.987981818892333195e+02,-1.182510883411707482e+03
-1.553547667741665236e+03,-5.535539951170759423e+02
-3.371410823155862317e+02,-6.535666798008345495e+02
-4.307689477978416903e+02,3.894085042334582340e+03
1.469463106901358515e+03,-2.021804456776868165e+03
